Order_ID,Customer_ID,Shipment_ID,Customer_rating,Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
1491,1026,S572,4,204,35,2513,1
1492,1013,S667,5,226,23,2626,1
1493,1035,S570,1,105,1,1101,1
1494,1013,S617,5,153,10,1183,1
1495,1016,S636,5,192,5,2339,1
1496,1014,S617,3,199,28,2607,1
1497,1002,S621,2,156,39,1204,1
1498,1032,S674,2,180,53,1853,1
1499,1001,S647,5,162,62,1650,1
1500,1045,S565,5,284,9,3912,1
1501,1024,S614,1,271,33,3269,1
1502,1024,S567,1,269,38,2195,1
1503,1009,S507,4,135,11,1740,1
1504,1037,S579,2,200,2,2075,1
1505,1046,S639,2,206,23,2016,1
1506,1020,S501,2,229,32,3518,1
1507,1010,S574,3,267,48,3393,1
1508,1006,S509,1,135,64,1471,1
1509,1001,S608,5,259,15,2381,1
1510,1031,S503,3,223,30,3622,1
1511,1034,S585,4,245,20,2534,1
1512,1009,S501,4,207,20,2637,1
1513,1010,S651,3,171,62,1304,1
1514,1044,S625,5,130,27,1891,1
1515,1000,S576,2,241,60,3922,1
1516,1005,S513,4,261,33,3678,1
1517,1013,S508,5,182,34,3595,1
1518,1002,S689,2,270,29,3768,1
1519,1025,S510,5,157,26,1969,1
1520,1033,S625,3,172,33,1989,1
1521,1014,S576,3,205,2,2910,1
1522,1013,S584,5,268,7,3622,1
1523,1004,S508,1,156,1,1517,1
1524,1016,S625,5,202,4,3372,1
1525,1004,S543,1,249,43,3277,1
1526,1000,S544,2,141,41,1801,1
1527,1024,S517,1,230,28,3646,1
1528,1016,S524,5,229,59,3844,1
1529,1021,S539,5,146,25,1606,1
1530,1014,S522,3,162,26,1659,1
1531,1019,S611,2,241,39,3743,1
1532,1007,S522,4,271,14,2163,1
1533,1008,S594,5,166,31,1117,1
1534,1018,S518,1,171,28,1075,1
1535,1016,S553,5,169,20,1021,1
1536,1018,S522,1,137,47,1611,1
1537,1009,S543,4,211,56,3654,1
1538,1008,S516,5,171,2,1114,1
1539,1034,S547,4,142,2,1461,1
1540,1020,S518,2,184,10,2972,1
1541,1048,S690,5,111,28,1216,1
1542,1025,S540,5,278,34,3416,1
1543,1016,S526,5,160,41,1495,1
1544,1012,S544,4,212,56,3976,1
1545,1001,S527,5,175,59,1051,1
1546,1011,S528,3,251,46,2632,1
1547,1014,S553,3,205,15,3231,1
1548,1013,S525,5,163,54,1536,1
1549,1024,S591,1,272,27,2030,1
1550,1004,S516,1,134,37,1818,1
1551,1001,S545,5,259,63,2583,1
1552,1011,S518,3,246,45,3945,1
1553,1006,S529,1,211,44,3099,1
1554,1037,S516,2,190,6,3595,1
1555,1044,S521,5,233,44,2648,1
1556,1012,S551,4,199,20,2553,1
1557,1000,S589,2,191,52,2028,1
1558,1018,S533,1,148,30,1731,1
1559,1048,S549,5,177,41,1772,1
1560,1024,S522,1,171,1,1629,1
1561,1010,S526,3,237,57,3761,1
1562,1005,S516,4,265,47,3307,1
1563,1032,S547,2,136,19,1387,1
1564,1024,S626,1,145,25,1851,1
1565,1006,S539,1,238,3,2241,1
1566,1005,S516,4,210,14,3666,1
1567,1017,S611,1,159,38,1277,1
1568,1006,S516,1,232,26,3300,1
1569,1019,S527,2,174,4,1337,1
1570,1035,S524,1,129,35,1458,1
1571,1003,S536,3,201,7,2299,1
1572,1002,S525,2,151,12,1145,1
1573,1004,S555,1,252,12,2800,1
1574,1010,S514,3,156,58,1218,1
1575,1036,S548,3,215,13,3899,1
1576,1009,S533,4,153,13,1402,1
1577,1018,S534,1,261,25,3494,1
1578,1009,S514,4,263,61,2606,1
1579,1065,S537,4,153,35,1082,1
1580,1008,S612,5,137,28,1815,1
1581,1027,S527,5,270,31,3737,1
1582,1024,S535,1,167,62,1884,1
1583,1010,S553,3,143,64,1630,1
1584,1008,S525,5,214,31,2033,1
1585,1037,S596,2,182,14,3751,1
1586,1001,S612,5,234,4,2701,1
1587,1001,S547,5,181,59,2239,1
1588,1005,S550,4,162,34,1558,1
1589,1034,S554,4,185,31,3565,1
1590,1037,S516,2,199,4,3351,1
1591,1018,S521,1,272,49,2803,1
1592,1031,S525,3,252,11,3036,1
1593,1008,S538,5,156,2,1127,1
1594,1000,S528,2,173,63,1220,1
1595,1020,S536,2,148,38,1322,1
1596,1011,S516,3,158,27,1207,1
1597,1019,S611,2,261,62,3352,1
1598,1007,S531,4,105,54,1707,1
1599,1008,S594,5,193,57,3364,1
1600,1010,S590,3,198,49,2446,1
1601,1008,S529,5,213,42,3121,1
1602,1018,S592,1,244,59,3073,1
1603,1022,S680,4,241,61,2806,1
1604,1045,S592,5,278,4,3909,1
1605,1032,S595,2,145,1,1126,1
1606,1002,S627,2,140,58,1175,1
1607,1009,S529,4,209,37,3026,1
1608,1010,S544,3,233,35,2204,1
1609,1018,S526,1,227,52,3336,1
1610,1006,S514,1,258,22,3713,1
1611,1005,S532,4,259,38,3720,1
1612,1016,S590,5,153,44,1585,1
1613,1013,S536,5,181,22,3575,1
1614,1052,S516,4,143,39,1345,1
1615,1047,S537,2,111,3,1711,1
1616,1001,S516,5,198,51,2820,1
1617,1005,S527,4,121,63,1611,1
1618,1019,S569,2,204,48,2792,1
1619,1060,S558,4,203,36,3912,1
1620,1004,S617,1,167,10,1616,1
1621,1004,S571,1,270,64,2406,1
1622,1032,S665,2,260,58,2018,1
1623,1004,S633,1,180,21,1047,1
1624,1007,S569,4,157,12,1694,1
1625,1071,S573,3,156,45,1602,1
1626,1053,S618,4,236,62,2280,1
1627,1055,S631,2,240,57,2708,1
1628,1055,S618,2,104,46,1438,1
1629,1000,S572,2,140,49,1820,1
1630,1019,S569,2,150,29,1354,1
1631,1055,S691,2,286,65,3362,1
1632,1059,S565,5,224,49,3282,1
1633,1005,S619,4,204,49,3225,1
1634,1055,S565,2,266,12,2056,1
1635,1030,S692,3,241,8,3878,1
1636,1070,S557,2,278,36,2330,1
1637,1006,S564,1,145,49,1177,1
1638,1026,S665,4,140,5,1130,1
1639,1005,S571,4,209,52,2740,1
1640,1018,S505,1,233,1,2744,1
1641,1019,S576,2,227,21,2351,1
1642,1012,S671,4,258,24,2878,1
1643,1011,S580,3,259,45,3335,1
1644,1014,S625,3,153,39,1328,1
1645,1019,S510,2,181,45,3786,1
1646,1054,S509,4,143,12,1326,1
1647,1050,S670,4,111,42,1587,1
1648,1007,S584,4,198,64,3787,1
1649,1008,S585,5,121,10,1701,1
1650,1005,S505,4,204,27,2772,1
1651,1023,S500,2,203,20,3098,1
1652,1004,S501,1,167,57,1782,1
1653,1013,S608,5,270,20,3185,1
1654,1014,S693,3,260,63,2715,1
1655,1011,S640,3,180,56,1684,1
1656,1014,S505,3,157,62,1366,1
1657,1045,S506,5,156,65,1308,1
1658,1040,S509,5,236,44,3808,1
1659,1055,S670,2,240,47,2174,1
1660,1038,S584,1,104,52,1083,1
1661,1005,S623,4,140,4,1467,1
1662,1000,S544,2,150,4,1910,1
1663,1038,S643,1,286,7,2338,1
1664,1059,S525,5,224,48,2627,1
1665,1008,S527,5,204,45,2513,1
1666,1061,S535,2,266,40,2304,1
1667,1008,S539,5,268,59,2083,1
1668,1025,S592,5,267,20,3132,1
1669,1021,S543,5,223,46,3938,1
1670,1027,S525,5,164,52,1644,1
1671,1020,S538,2,209,10,3370,1
1672,1000,S590,2,192,19,3183,1
1673,1019,S536,2,260,52,2874,1
1674,1049,S531,1,137,3,1037,1
1675,1031,S543,3,267,18,2435,1
1676,1010,S544,3,111,54,1712,1
1677,1012,S517,4,240,2,3729,1
1678,1018,S524,1,234,40,3340,1
1679,1032,S529,2,190,37,2563,1
1680,1032,S551,2,265,24,2415,1
1681,1005,S526,4,189,37,3492,1
1682,1018,S531,1,121,25,1124,1
1683,1071,S538,3,101,37,1344,1
1684,1010,S518,3,250,9,2752,1
1685,1000,S529,2,247,64,2198,1
1686,1009,S516,4,162,41,1104,1
1687,1000,S555,2,219,56,3608,1
1688,1006,S514,1,258,48,3717,1
1689,1012,S532,4,221,59,3444,1
1690,1005,S654,4,137,41,1176,1
1691,1007,S536,4,174,51,1430,1
1692,1019,S516,2,189,6,3671,1
1693,1026,S521,4,212,2,3830,1
1694,1024,S682,1,183,57,3966,1
1695,1024,S527,1,180,26,1715,1
1696,1044,S524,5,150,61,1091,1
1697,1011,S529,3,246,52,2440,1
1698,1000,S612,2,263,44,3802,1
1699,1007,S591,4,204,29,2941,1
1700,1020,S522,2,223,20,3955,1
1701,1014,S527,3,193,60,2581,1
1702,1004,S590,1,138,41,1914,1
1703,1000,S554,2,188,50,3992,1
1704,1011,S592,3,201,46,3641,1
1705,1014,S526,3,245,16,2577,1
1706,1019,S522,2,262,54,3150,1
1707,1050,S547,4,147,33,1886,1
1708,1004,S518,1,254,35,2965,1
1709,1020,S539,2,213,37,2184,1
1710,1031,S522,3,152,32,1665,1
1711,1018,S591,1,227,54,3972,1
1712,1008,S540,5,206,46,2944,1
1713,1060,S527,4,242,5,2307,1
1714,1019,S528,2,200,45,2486,1
1715,1024,S539,1,142,26,1683,1
1716,1011,S522,3,275,61,2123,1
1717,1035,S643,1,222,26,3137,1
1718,1006,S544,1,101,56,1184,1
1719,1013,S523,5,178,22,1907,1
1720,1019,S518,2,243,31,3943,1
1721,1017,S519,1,177,63,1058,1
1722,1019,S544,2,270,31,2377,1
1723,1033,S537,3,186,11,3676,1
1724,1033,S514,3,133,29,1094,1
1725,1002,S517,2,263,8,2599,1
1726,1010,S524,3,248,4,2207,1
1727,1019,S554,2,150,63,1807,1
1728,1034,S544,4,203,46,3640,1
1729,1031,S555,3,249,1,2905,1
1730,1010,S544,3,238,54,2860,1
1731,1033,S545,3,181,32,3893,1
1732,1003,S590,3,138,56,1440,1
1733,1011,S529,3,139,47,1323,1
1734,1014,S540,3,192,31,2621,1
1735,1009,S537,4,241,40,3484,1
1736,1000,S522,2,188,33,3335,1
1737,1006,S645,1,278,12,2112,1
1738,1024,S593,1,144,35,1072,1
1739,1001,S529,5,208,33,2170,1
1740,1032,S522,2,208,41,2036,1
1741,1010,S521,3,210,11,2655,1
1742,1010,S544,3,237,47,3625,1
1743,1005,S538,4,192,25,2443,1
1744,1047,S681,2,143,17,1955,1
1745,1004,S642,1,234,60,2596,1
1746,1001,S592,5,147,17,1057,1
1747,1024,S611,1,226,18,2582,1
1748,1001,S592,5,263,62,2267,1
1749,1018,S538,1,147,11,1434,1
1750,1017,S590,1,174,18,1072,1
1751,1017,S553,1,142,4,1583,1
1752,1009,S592,4,136,6,1900,1
1753,1018,S526,1,192,35,2258,1
1754,1023,S612,2,184,26,3336,1
1755,1025,S692,5,260,10,2756,1
1756,1010,S601,3,160,25,1977,1
1757,1006,S573,1,262,28,2940,1
1758,1010,S617,3,217,51,3144,1
1759,1023,S619,2,267,48,2622,1
1760,1007,S565,4,195,4,3108,1
1761,1031,S572,3,152,18,1537,1
1762,1008,S557,5,178,23,1695,1
1763,1002,S647,2,190,61,2077,1
1764,1008,S567,5,286,12,3817,1
1765,1024,S603,1,167,46,1023,1
1766,1070,S602,2,148,63,1279,1
1767,1033,S568,3,218,50,3990,1
1768,1037,S667,2,272,37,2226,1
1769,1014,S660,3,147,52,1570,1
1770,1008,S618,5,263,32,3723,1
1771,1021,S606,5,189,16,3564,1
1772,1011,S559,3,242,7,3127,1
1773,1031,S630,3,204,40,2181,1
1774,1018,S569,1,229,2,3963,1
1775,1001,S573,5,180,33,1444,1
1776,1025,S659,5,190,12,2947,1
1777,1035,S694,1,154,19,1842,1
1778,1011,S501,3,134,21,1955,1
1779,1031,S576,3,206,62,3558,1
1780,1032,S503,2,169,61,1511,1
1781,1037,S623,2,237,6,2965,1
1782,1007,S501,4,146,52,1459,1
1783,1019,S651,2,187,11,2936,1
1784,1009,S577,4,206,53,2182,1
1785,1003,S670,3,208,10,2419,1
1786,1002,S513,2,149,40,1102,1
1787,1002,S669,2,148,56,1511,1
1788,1032,S501,2,135,54,1011,1
1789,1004,S586,1,242,35,3556,1
1790,1002,S575,2,231,41,2992,1
1791,1023,S695,2,205,61,2018,1
1792,1007,S584,4,137,37,1447,1
1793,1034,S640,4,202,20,3655,1
1794,1018,S505,1,163,59,1005,1
1795,1032,S624,2,128,17,1824,1
1796,1010,S689,3,165,35,1459,1
1797,1024,S512,1,242,34,3966,1
1798,1007,S671,4,229,9,3667,1
1799,1018,S534,1,191,56,3538,1
1800,1001,S544,5,231,49,2341,1
1801,1004,S526,1,183,51,3863,1
1802,1018,S612,1,195,5,3251,1
1803,1016,S527,5,249,26,2029,1
1804,1009,S590,4,151,16,1020,1
1805,1024,S539,1,140,60,1950,1
1806,1024,S516,1,151,6,1114,1
1807,1013,S596,5,109,12,1715,1
1808,1024,S525,1,180,35,1204,1
1809,1035,S523,1,151,28,1148,1
1810,1018,S550,1,188,62,2106,1
1811,1032,S539,2,274,11,3013,1
1812,1016,S544,5,187,50,2598,1
1813,1032,S521,2,185,4,2212,1
1814,1007,S544,4,187,54,3290,1
1815,1009,S532,4,260,43,2143,1
1816,1010,S590,3,191,5,2007,1
1817,1012,S553,4,203,15,2281,1
1818,1015,S592,1,144,63,1881,1
1819,1020,S515,2,281,5,3357,1
1820,1010,S531,3,169,48,1279,1
1821,1014,S547,3,201,18,3461,1
1822,1050,S528,4,226,12,2708,1
1823,1069,S613,3,176,7,1767,1
1824,1025,S544,5,228,57,2243,1
1825,1008,S591,5,260,14,2071,1
1826,1013,S592,5,268,17,3085,1
1827,1008,S538,5,188,6,3361,1
1828,1009,S528,4,213,11,2037,1
1829,1007,S529,4,259,44,2132,1
1830,1037,S612,2,257,46,2848,1
1831,1013,S591,5,163,38,1146,1
1832,1011,S531,3,211,12,3296,1
1833,1012,S517,4,166,58,1319,1
1834,1021,S626,5,245,26,2072,1
1835,1001,S554,5,234,44,2548,1
1836,1032,S520,2,234,27,3393,1
1837,1018,S543,1,180,52,1838,1
1838,1025,S516,5,217,37,2128,1
1839,1018,S538,1,253,31,3632,1
1840,1019,S518,2,188,3,3837,1
1841,1011,S696,3,274,24,3829,1
1842,1012,S544,4,136,54,1056,1
1843,1001,S543,5,143,17,1422,1
1844,1004,S522,1,267,57,3257,1
1845,1012,S517,4,198,20,2266,1
1846,1074,S528,4,201,17,2059,1
1847,1066,S536,5,241,31,2724,1
1848,1004,S514,1,269,2,2136,1
1849,1016,S611,5,123,60,1653,1
1850,1032,S522,2,178,32,1329,1
1851,1009,S527,4,203,18,3127,1
1852,1051,S518,1,169,15,1107,1
1853,1066,S536,5,190,27,2739,1
1854,1043,S544,3,190,7,2400,1
1855,1075,S521,5,238,38,3556,1
1856,1066,S514,5,247,61,2206,1
1857,1051,S538,1,190,35,3819,1
1858,1008,S590,5,168,5,1143,1
1859,1019,S519,2,190,51,2380,1
1860,1067,S540,5,170,14,1396,1
1861,1053,S591,4,226,9,2182,1
1862,1038,S525,1,256,50,3837,1
1863,1068,S595,1,104,30,1870,1
1864,1004,S528,1,192,29,3347,1
1865,1010,S529,3,213,57,3599,1
1866,1032,S516,2,259,54,2244,1
1867,1007,S530,4,257,15,3981,1
1868,1010,S592,3,163,52,1891,1
1869,1011,S663,3,211,55,3842,1
1870,1037,S518,2,166,45,1741,1
1871,1015,S642,1,245,47,3111,1
1872,1016,S514,5,234,43,3822,1
1873,1007,S541,4,234,2,2008,1
1874,1005,S522,4,180,52,1727,1
1875,1021,S547,5,217,12,2217,1
1876,1008,S533,5,253,58,3096,1
1877,1005,S536,4,188,49,3221,1
1878,1000,S597,2,274,60,2053,1
1879,1006,S526,1,136,61,1509,1
1880,1006,S522,1,143,63,1246,1
1881,1005,S527,4,267,55,2923,1
1882,1006,S518,1,198,49,3573,1
1883,1072,S529,1,201,37,3402,1
1884,1075,S544,5,241,41,3015,1
1885,1005,S537,4,269,51,3415,1
1886,1014,S525,3,123,30,1068,1
1887,1012,S527,4,178,35,1183,1
1888,1008,S590,5,203,58,3231,1
1889,1039,S536,2,169,4,1665,1
1890,1073,S544,4,190,38,2018,1
1891,1063,S526,4,190,51,2391,1
1892,1066,S618,5,238,44,3860,1
1893,1051,S621,1,247,57,2377,1
1894,1057,S557,3,190,34,3935,1
1895,1019,S573,2,168,15,1862,1
1896,1018,S599,1,190,59,2108,1
1897,1076,S603,3,170,61,1240,1
1898,1068,S617,1,226,41,2964,1
1899,1055,S630,2,256,41,2758,1
1900,1077,S605,5,104,12,1064,1
1901,1009,S647,4,192,39,2943,1
1902,1046,S565,2,195,38,1338,1
1903,1025,S619,5,271,51,1134,1
1904,1035,S602,1,296,29,1648,1
1905,1044,S572,5,277,32,1055,1
1906,1009,S605,4,140,32,1819,1
1907,1004,S660,1,148,23,1814,1
1908,1016,S617,5,238,1,2644,1
1909,1010,S646,3,220,37,2294,1
1910,1009,S617,4,224,29,3623,1
1911,1008,S568,5,162,31,1170,1
1912,1020,S557,2,202,1,3602,1
1913,1013,S675,5,226,5,3914,1
1914,1031,S501,3,246,60,2086,1
1915,1000,S574,2,223,51,3687,1
1916,1032,S575,2,156,19,1311,1
1917,1001,S502,5,189,38,3708,1
1918,1005,S693,4,242,2,3564,1
1919,1016,S623,5,207,49,3736,1
1920,1011,S625,3,161,24,1920,1
1921,1016,S500,5,232,21,3128,1
1922,1009,S697,4,194,10,2554,1
1923,1008,S670,5,161,59,1037,1
1924,1004,S584,1,269,23,3652,1
1925,1014,S585,3,219,41,3932,1
1926,1037,S575,2,161,59,1859,1
1927,1017,S506,1,264,33,3561,1
1928,1019,S575,2,151,20,1395,1
1929,1016,S678,5,177,31,2000,1
1930,1044,S609,5,193,13,2882,1
1931,1034,S623,4,212,16,2494,1
1932,1006,S509,1,210,7,3405,1
1933,1037,S586,2,164,43,1976,1
1934,1019,S501,2,219,2,3402,1
1935,1034,S608,4,216,27,3740,1
1936,1032,S524,2,174,54,1091,1
1937,1001,S553,5,199,46,2728,1
1938,1009,S522,4,181,45,2486,1
1939,1019,S543,2,220,22,2818,1
1940,1006,S522,1,215,47,3678,1
1941,1021,S523,5,248,56,2840,1
1942,1002,S590,2,183,49,2414,1
1943,1020,S529,2,194,26,3818,1
1944,1012,S520,4,224,31,2084,1
1945,1005,S591,4,184,52,3128,1
1946,1024,S592,1,160,28,1276,1
1947,1018,S532,1,182,8,3580,1
1948,1037,S590,2,116,22,1430,1
1949,1034,S539,4,170,39,1868,1
1950,1006,S514,1,201,54,2158,1
1951,1031,S591,3,148,29,1809,1
1952,1004,S525,1,165,27,1905,1
1953,1013,S527,5,135,20,1772,1
1954,1012,S528,4,263,41,3955,1
1955,1009,S554,4,228,20,3382,1
1956,1027,S672,5,275,51,3569,1
1957,1018,S591,1,224,27,3400,1
1958,1004,S522,1,202,1,3738,1
1959,1000,S538,2,163,11,1926,1
1960,1008,S533,5,268,64,2386,1
1961,1011,S553,3,207,62,3277,1
1962,1031,S531,3,117,36,1210,1
1963,1015,S555,1,165,57,1881,1
1964,1031,S612,3,181,65,3234,1
1965,1021,S645,5,212,13,3676,1
1966,1005,S518,4,226,26,2299,1
1967,1018,S539,1,195,43,2849,1
1968,1001,S516,5,263,13,2779,1
1969,1012,S521,4,136,16,1131,1
1970,1016,S522,5,163,49,1034,1
1971,1019,S532,2,144,49,1202,1
1972,1005,S533,4,240,62,3478,1
1973,1001,S539,5,243,19,2829,1
1974,1018,S514,1,201,19,2696,1
1975,1010,S611,3,242,58,3411,1
1976,1024,S612,1,187,56,3774,1
1977,1010,S538,3,162,53,1194,1
1978,1010,S590,3,147,16,1563,1
1979,1012,S642,4,268,39,2822,1
1980,1010,S592,3,237,57,3952,1
1981,1032,S543,2,157,29,1115,1
1982,1000,S516,2,176,12,1750,1
1983,1025,S538,5,134,36,1191,1
1984,1007,S518,4,234,52,3543,1
1985,1014,S553,3,154,57,1096,1
1986,1049,S540,1,209,64,2016,1
1987,1007,S537,4,138,38,1803,1
1988,1010,S531,3,151,22,1024,1
1989,1065,S547,4,252,44,2676,1
1990,1006,S518,1,155,6,1490,1
1991,1003,S642,3,139,17,1137,1
1992,1008,S516,5,258,37,2289,1
1993,1019,S591,2,172,1,1182,1
1994,1011,S592,3,239,28,2741,1
1995,1004,S527,1,165,1,1417,1
1996,1001,S533,5,177,47,1536,1
1997,1006,S534,1,187,17,3513,1
1998,1032,S682,2,172,41,1006,1
1999,1005,S591,4,168,35,1434,1
2000,1009,S522,4,249,31,3489,1
2001,1011,S547,3,135,11,1322,1
2002,1010,S528,3,134,13,1985,1
2003,1006,S553,1,269,35,3524,1
2004,1027,S656,5,210,37,3236,1
2005,1065,S515,4,285,63,3151,1
2006,1032,S516,2,244,15,2857,1
2007,1037,S527,2,209,24,2748,1
2008,1010,S528,3,154,52,1432,1
2009,1000,S536,2,134,54,1932,1
2010,1025,S544,5,168,23,1347,1
2011,1013,S521,5,264,57,3753,1
2012,1070,S520,2,276,36,2843,1
2013,1009,S517,4,195,23,3499,1
2014,1036,S524,3,174,47,1909,1
2015,1005,S553,4,241,50,3074,1
2016,1008,S514,5,166,20,1267,1
2017,1019,S543,2,190,37,3315,1
2018,1006,S522,1,231,12,2123,1
2019,1026,S532,4,206,3,3755,1
2020,1009,S528,4,212,50,2073,1
2021,1008,S553,5,212,2,2456,1
2022,1045,S592,5,246,64,2271,1
2023,1012,S521,4,264,12,2203,1
2024,1012,S522,4,208,37,2537,1
2025,1005,S527,4,210,7,2878,1
2026,1000,S590,2,183,44,2896,1
2027,1000,S539,2,265,41,3498,1
2028,1013,S522,5,187,20,2374,1
2029,1005,S603,4,183,12,3090,1
2030,1014,S559,3,176,58,1730,1
2031,1013,S572,5,266,5,3718,1
2032,1020,S569,2,143,22,1249,1
2033,1012,S675,4,195,32,3719,1
2034,1020,S561,2,264,32,2754,1
2035,1001,S636,5,243,42,3421,1
2036,1037,S565,2,142,55,1758,1
2037,1032,S568,2,172,23,1019,1
2038,1018,S563,1,280,2,3366,1
2039,1032,S573,2,254,37,2469,1
2040,1019,S659,2,202,34,3885,1
2041,1036,S646,3,110,21,1011,1
2042,1007,S618,4,162,30,1158,1
2043,1010,S615,3,183,21,2585,1
2044,1037,S557,2,260,31,2805,1
2045,1027,S573,5,109,27,1581,1
2046,1003,S559,3,273,12,2151,1
2047,1046,S631,2,262,10,3164,1
2048,1050,S599,4,239,59,2181,1
2049,1037,S633,2,185,49,3864,1
2050,1009,S563,4,248,59,2868,1
2051,1007,S580,4,180,52,1122,1
2052,1008,S501,5,221,43,3561,1
2053,1001,S506,5,162,28,1948,1
2054,1025,S581,5,162,49,1671,1
2055,1024,S507,1,145,28,1313,1
2056,1011,S671,3,228,38,3631,1
2057,1009,S585,4,196,47,2447,1
2058,1007,S689,4,254,56,3266,1
2059,1032,S651,2,215,46,3942,1
2060,1000,S575,2,265,33,2734,1
2061,1019,S661,2,173,60,1582,1
2062,1061,S584,2,233,64,3146,1
2063,1031,S622,3,213,27,2034,1
2064,1024,S509,1,124,22,1714,1
2065,1026,S510,4,156,7,1492,1
2066,1018,S505,1,265,11,2194,1
2067,1004,S661,1,139,6,1269,1
2068,1074,S641,4,225,46,2690,1
2069,1063,S639,4,178,36,1179,1
2070,1073,S505,4,190,32,2064,1
2071,1074,S510,4,272,63,2455,1
2072,1006,S505,1,153,51,1841,1
2073,1072,S527,1,235,7,2991,1
2074,1018,S535,1,214,33,2562,1
2075,1012,S553,4,175,2,1072,1
2076,1004,S522,1,176,63,1420,1
2077,1073,S530,4,172,23,1875,1
2078,1046,S525,2,195,35,1852,1
2079,1021,S527,5,271,10,1679,1
2080,1009,S524,4,228,42,3145,1
2081,1005,S553,4,196,52,2129,1
2082,1006,S612,1,254,60,3590,1
2083,1007,S537,4,215,34,2713,1
2084,1013,S514,5,265,46,3997,1
2085,1019,S594,2,173,40,1723,1
2086,1061,S528,2,233,56,3925,1
2087,1012,S539,4,213,27,2938,1
2088,1032,S516,2,124,50,1592,1
2089,1021,S526,5,156,26,1769,1
2090,1004,S544,1,265,61,3010,1
2091,1000,S594,2,139,4,1546,1
2092,1074,S654,4,225,56,3384,1
2093,1053,S554,4,178,52,1824,1
2094,1057,S544,3,190,4,3062,1
2095,1075,S526,5,272,59,2182,1
2096,1007,S544,4,153,37,1740,1
2097,1072,S527,1,235,56,2175,1
2098,1009,S535,4,214,52,3403,1
2099,1016,S553,5,175,40,1460,1
2100,1000,S522,2,176,29,1953,1
2101,1051,S530,1,172,30,1294,1
2102,1029,S525,1,195,29,1039,1
2103,1013,S527,5,164,61,1473,1
2104,1004,S518,1,231,33,2755,1
2105,1008,S554,5,248,9,3873,1
2106,1016,S516,5,237,60,3427,1
2107,1015,S543,1,111,8,1620,1
2108,1044,S525,5,106,46,1275,1
2109,1019,S538,2,139,29,1365,1
2110,1014,S533,3,149,58,1657,1
2111,1008,S539,5,180,24,1513,1
2112,1037,S544,2,212,65,3776,1
2113,1019,S591,2,183,5,3716,1
2114,1060,S682,4,164,20,1555,1
2115,1004,S547,1,143,28,1197,1
2116,1031,S518,3,162,5,1202,1
2117,1002,S529,2,202,56,3098,1
2118,1037,S544,2,135,2,1150,1
2119,1037,S543,2,232,58,2054,1
2120,1010,S522,3,218,19,3770,1
2121,1007,S532,4,177,14,1735,1
2122,1007,S528,4,168,63,1474,1
2123,1012,S536,4,181,45,3448,1
2124,1037,S522,2,238,29,3728,1
2125,1023,S543,2,250,36,2717,1
2126,1006,S522,1,152,25,1848,1
2127,1021,S538,5,242,35,3215,1
2128,1024,S626,1,236,2,3949,1
2129,1015,S539,1,238,22,3950,1
2130,1060,S592,4,165,21,1727,1
2131,1019,S521,2,271,50,3448,1
2132,1031,S544,3,109,18,1661,1
2133,1004,S523,1,235,22,3695,1
2134,1010,S518,3,186,49,2356,1
2135,1024,S539,1,202,40,2327,1
2136,1003,S544,3,188,3,3075,1
2137,1031,S537,3,224,52,3824,1
2138,1003,S525,3,239,3,3734,1
2139,1031,S663,3,140,20,1832,1
2140,1011,S681,3,272,39,2518,1
2141,1011,S536,3,160,65,1228,1
2142,1010,S544,3,261,14,3479,1
2143,1008,S526,5,199,62,3259,1
2144,1006,S544,1,154,56,1300,1
2145,1013,S527,5,237,55,2451,1
2146,1009,S533,4,181,44,2070,1
2147,1030,S553,3,133,10,1686,1
2148,1009,S544,4,150,47,1511,1
2149,1008,S643,5,152,62,1325,1
2150,1049,S682,1,142,30,1464,1
2151,1031,S538,3,214,57,2078,1
2152,1006,S524,1,155,40,1024,1
2153,1032,S539,2,191,11,3985,1
2154,1001,S516,5,133,39,1106,1
2155,1033,S530,3,211,22,2942,1
2156,1003,S592,3,212,28,2422,1
2157,1024,S527,1,150,9,1158,1
2158,1008,S590,5,208,41,3977,1
2159,1032,S529,2,157,15,1724,1
2160,1009,S592,4,228,60,2715,1
2161,1012,S526,4,254,44,3786,1
2162,1032,S592,2,270,65,3599,1
2163,1019,S645,2,195,30,3462,1
2164,1025,S533,5,193,33,2173,1
2165,1005,S554,4,165,48,1240,1
2166,1024,S559,1,177,38,1099,1
2167,1005,S619,4,244,46,2844,1
2168,1032,S559,2,151,26,1793,1
2169,1024,S556,1,164,2,1104,1
2170,1004,S616,1,165,37,1228,1
2171,1007,S675,4,256,55,2247,1
2172,1034,S617,4,150,5,1263,1
2173,1010,S603,3,255,27,3484,1
2174,1011,S618,3,268,23,2996,1
2175,1008,S556,5,166,1,1366,1
2176,1008,S674,5,230,49,3477,1
2177,1011,S558,3,163,45,1395,1
2178,1005,S698,4,139,64,1415,1
2179,1008,S636,5,161,10,1978,1
2180,1020,S632,2,181,6,3003,1
2181,1018,S562,1,242,47,3489,1
2182,1011,S674,3,151,24,1139,1
2183,1009,S675,4,167,50,1068,1
2184,1000,S559,2,257,25,2334,1
2185,1037,S636,2,204,35,2090,1
2186,1010,S565,3,219,1,2027,1
